z,src,dest,satellite,probability,energy_eV
62,5,4,0,0.02,4994.730187048292
62,5,3,0,0.01,5589.304468096316
62,16,9,0,1.0,1072.4348017740656
62,15,8,0,0.45,1100.1258867178326
62,14,7,0,0.01,1291.5019524281222
62,12,9,0,0.01,829.8807726445765
63,9,4,0,1.0,5845.829008114467
63,8,4,0,0.1,5816.757561956356
63,8,3,0,0.5,6456.500933869693
63,7,2,0,0.06,6571.483936667181
63,6,2,0,0.05,6439.064525219409
63,13,3,0,0.05,7480.643624538417
63,11,2,0,0.01,7767.946083146402
63,12,2,0,0.01,7796.276641709093
63,5,4,0,0.02,5177.225130829284
63,5,3,0,0.01,5816.757561956356
63,16,9,0,1.0,1123.3504342946428
63,15,8,0,0.45,1153.3412784474392
63,14,7,0,0.01,1346.0448098262916
63,12,9,0,0.01,871.9000522721499
64,9,4,0,1.0,6057.464697728146
64,8,4,0,0.1,6025.08443158226
64,8,3,0,0.5,6713.46044147172
64,7,2,0,0.06,6831.084707057837
64,6,2,0,0.05,6687.388750436878
64,13,3,0,0.05,7785.995191729447
64,11,2,0,0.01,8087.155921538043
64,12,2,0,0.01,8105.130903647755
64,5,4,0,0.02,5362.174008870328
64,5,3,0,0.01,6049.779810339598
64,16,9,0,1.0,1177.7732253547995
64,15,8,0,0.45,1209.1299730163812
64,14,7,0,0.01,1401.9017122693322
64,12,9,0,0.02,913.6638720198947
65,9,4,0,1.0,6272.9161362559935
65,8,4,0,0.1,6238.198109841495
65,8,3,0,0.5,6977.948414739966
65,7,2,0,0.06,7096.16457378089
65,6,2,0,0.05,6940.449363697924
65,13,3,0,0.05,8101.953044050168
65,11,2,0,0.01,8397.736889264408
65,12,2,0,0.01,8423.983383143071
65,5,4,0,0.02,5546.894570199523
65,5,3,0,0.01,6284.043965184983
65,16,9,0,1.0,1245.69664857932
65,15,8,0,0.45,1266.178384733453
65,14,7,0,0.01,1461.0439245003502
65,12,9,0,0.05,957.7026682612368
66,9,4,0,1.0,6495.36556457163
66,8,4,0,0.1,6457.81247210024
66,8,3,0,0.5,7247.909379821334
66,7,2,0,0.06,7370.3594954880355
66,6,2,0,0.05,7204.0689257653685
66,13,3,0,0.05,8419.063968132476
66,11,2,0,0.01,8714.220570509828
66,12,2,0,0.01,8753.472707787329
66,5,4,0,0.02,5743.279155866522
66,5,3,0,0.01,6534.322079502259
66,16,9,0,1.0,1300.4424945783483
66,15,8,0,0.45,1325.042080080151
66,14,7,0,0.01,1522.3991580685133
66,12,9,0,0.05,1001.8924237018158
67,9,4,0,1.0,6720.010158975594
67,8,4,0,0.1,6679.82260832389
67,8,3,0,0.5,7525.595595332305
67,7,2,0,0.06,7651.927879596354
67,6,2,0,0.05,7471.177308412155
67,13,3,0,0.05,8747.296982721866
67,11,2,0,0.01,9051.26204067015
67,12,2,0,0.01,9087.751039588045
67,5,4,0,0.02,5943.633146361444
67,5,3,0,0.01,6788.446530502612
67,16,9,0,1.0,1355.9075616043276
67,15,8,0,0.45,1382.9803394656967
67,14,7,0,0.01,1576.4041631671928
67,12,9,0,0.05,1045.3978704308577
68,9,4,0,1.0,6948.812522522052
68,8,4,0,0.1,6905.27359694234
68,8,3,0,0.5,7811.011619296902
68,7,2,0,0.06,7939.5611829597665
68,6,2,0,0.05,7745.623004504262
68,13,3,0,0.05,9089.083456718694
68,11,2,0,0.01,9385.631145579087
68,12,2,0,0.01,9431.32416195799
68,5,4,0,0.02,6153.061411071945
68,5,3,0,0.01,7058.191246333811
68,16,9,0,1.0,1411.9597703348104
68,15,8,0,0.45,1443.0189412604714
68,14,7,0,0.01,1643.0451554876718
68,12,9,0,0.05,1090.4501973007891
69,9,4,0,1.0,7179.996955819998
69,8,4,0,0.1,7133.317267884456
69,8,3,0,0.5,8101.423643041017
69,7,2,0,0.06,8231.042118641686
69,6,2,0,0.05,8025.905452686415
69,13,3,0,0.05,9426.304830312456
69,11,2,0,0.01,9730.35531573534
69,12,2,0,0.01,9779.475266848061
69,5,4,0,0.02,6341.902170491034
69,5,3,0,0.01,7309.095527506911
69,16,9,0,1.0,1468.8329277704029
69,15,8,0,0.45,1507.40653414103
69,14,7,0,0.01,1706.5958352801063
69,12,9,0,0.05,1136.1146104013535
70,9,4,0,1.0,7415.8100971415415
70,8,4,0,0.1,7367.5126976914
70,8,3,0,0.5,8402.005044089026
70,7,2,0,0.06,8536.915675714177
70,6,2,0,0.05,8313.38675810992
70,13,3,0,0.05,9780.323851501527
70,11,2,0,0.01,10089.941115495709
70,12,2,0,0.01,10143.349322035123
70,5,4,0,0.02,6545.637221608622
70,5,3,0,0.01,7580.348950421847
70,16,9,0,1.0,1521.4650562412533
70,15,8,0,0.45,1567.6341817309358
70,14,7,0,0.01,1765.1507322480027
70,12,9,0,0.02,1183.0552235982798
71,9,4,0,1.0,7655.660504294491
71,8,4,0,0.1,7605.038823344296
71,8,3,0,0.5,8709.262318019915
71,14,4,0,0.01,9049.148062439765
71,7,2,0,0.06,8847.166221856694
71,6,2,0,0.05,8606.665979417707
71,13,4,0,0.2,9040.042831432718
71,13,3,0,0.05,10143.681270502644
71,11,2,0,0.01,10460.152487395573
71,12,2,0,0.01,10511.321240926449
71,5,4,0,0.02,6752.951385245082
71,5,3,0,0.01,7857.54404164394
71,16,9,0,1.0,1581.4309621568843
71,15,8,0,0.45,1631.1562614537524
71,14,7,0,0.01,1831.917663018613
71,12,9,0,0.01,1230.9788267781942
72,9,4,0,1.0,7899.19516259762
72,8,4,0,0.1,7844.816536520995
72,8,3,0,0.5,9022.937736198217
72,14,4,0,0.2,9347.491117476739
72,7,2,0,0.06,9163.650216784901
72,6,2,0,0.04,8905.630472137604
72,13,4,0,0.01,9337.353986059941
72,13,3,0,0.1,10516.046431984709
72,11,2,0,0.01,10833.801177286286
72,12,2,0,0.02,10890.995988536619
72,5,4,0,0.03,6959.73434186195
72,5,3,0,0.01,8139.4510049630535
72,16,9,0,1.0,1644.5707313052094
72,15,8,0,0.45,1697.7158350417596
72,14,7,0,0.01,1894.6238910926
72,12,9,0,0.01,1280.0349724664436
73,9,4,0,1.0,8146.296407491588
73,8,4,0,0.1,8088.052776910865
73,8,3,0,0.5,9343.33504899092
73,14,4,0,0.2,9652.030098953688
73,7,2,0,0.06,9487.762854734516
73,6,2,0,0.04,9212.607086668975
73,13,4,0,0.01,9639.64790840387
73,13,3,0,0.1,10895.494264469104
73,11,2,0,0.01,11217.243050131161
73,12,2,0,0.02,11277.851425656721
73,5,4,0,0.03,7173.308846460025
73,5,3,0,0.01,8428.22097216291
73,16,9,0,1.0,1709.6550942236586
73,15,8,0,0.45,1765.402070811615
73,14,7,0,0.01,1964.2615246055088
73,12,9,0,0.01,1330.8736306687388
73,11,8,0,0.01,1328.876606999997
74,9,4,0,1.0,8397.793769471462
74,8,4,0,0.1,8335.46368118834
74,8,3,0,0.5,9672.587000655301
74,14,4,0,0.2,9961.769840358325
74,7,2,0,0.06,9819.0519789576
74,6,2,0,0.04,9525.375104339186
74,13,4,0,0.01,9948.10179113541
74,13,3,0,0.1,11286.166986764347
74,11,2,0,0.01,11608.3541592326
74,12,2,0,0.02,11674.59392025421
74,5,4,0,0.03,7387.926792581321
74,5,3,0,0.01,8724.522372324236
74,16,9,0,1.0,1775.5146417456642
74,15,9,0,1.0,1773.2292253017695
74,15,8,0,0.45,1834.899917612842
74,14,7,0,0.01,2035.1967733601398
74,12,9,0,0.01,1383.4432875820098
74,11,8,0,0.01,1378.6743848893552
75,9,4,0,1.0,8652.675513511042
75,8,4,0,0.1,8586.400415046104
75,8,3,0,0.5,10010.188072881825
75,14,4,0,0.2,10275.500367404253
75,7,2,0,0.06,10160.056660446913
75,6,2,0,0.04,9846.501062850904
75,13,4,0,0.01,10261.977622153776
75,13,3,0,0.1,11685.597307549455
75,11,2,0,0.01,12010.131201563427
75,12,2,0,0.02,12082.697848527936
75,5,4,0,0.03,7603.779525629215
75,5,3,0,0.01,9027.40512247526
75,16,9,0,1.0,1842.5351082345032
75,15,8,0,0.45,1906.2759445433537
75,14,7,0,0.01,2106.783133952417
75,12,9,0,0.01,1436.8314686881415
75,11,8,0,0.01,1431.0270941031824
76,9,4,0,1.0,8911.967814571468
76,8,4,0,0.1,8841.235893798916
76,8,3,0,0.5,10355.574551529706
76,14,4,0,0.2,10598.841453004361
76,7,2,0,0.06,10511.143014971787
76,6,2,0,0.04,10175.649800819057
76,17,4,0,0.07,10787.518591970951
76,13,4,0,0.01,10581.83510997975
76,13,3,0,0.1,12095.664266714115
76,11,2,0,0.01,12422.642896959043
76,12,2,0,0.02,12500.170128153139
76,5,4,0,0.03,7822.444916219745
76,5,3,0,0.01,9337.213347373554
76,16,9,0,1.0,1910.3880960415981
76,15,8,0,0.45,1978.365843834366
76,14,7,0,0.01,2182.0518731626134
76,12,9,0,0.01,1491.9878150794189
76,11,8,0,0.01,1483.2418642552905
77,9,4,0,1.0,9175.314326645826
77,8,4,0,0.1,9099.756875823832
77,8,3,0,0.5,10708.508946467875
77,14,4,0,0.2,10920.638008059375
77,7,2,0,0.06,10867.702803444776
77,6,2,0,0.04,10510.875687371752
77,13,4,0,0.01,10903.83067296646
77,13,3,0,0.1,12512.911887076725
77,11,2,0,0.01,12842.113774208889
77,12,2,0,0.02,12924.308871282454
77,5,4,0,0.03,8041.522080237367
77,5,3,0,0.01,9650.828009114946
77,16,9,0,1.0,1979.9455035627552
77,15,9,0,1.0,1975.843624431868
77,15,8,0,0.45,2053.398268186481
77,14,7,0,0.01,2254.2579533290855
77,12,9,0,0.01,1545.7447629111045
77,11,8,0,0.01,1537.3116854693085
78,9,4,0,1.0,9442.529354254228
78,8,4,0,0.1,9362.101866097297
78,8,3,0,0.5,11071.005217706914
78,14,4,0,0.2,11250.83370536295
78,7,2,0,0.06,11234.725840727426
78,6,2,0,0.04,10854.57284724615
78,20,4,0,0.01,11561.375180259205
78,13,3,0,0.1,12942.387280718573
78,11,2,0,0.01,13270.701984768826
78,12,2,0,0.02,13361.660875849997
78,5,4,0,0.03,8268.368618412786
78,5,3,0,0.01,9975.395239608957
78,16,9,0,1.0,2050.3421106846326
78,15,9,0,1.0,2046.619138875862
78,15,8,0,0.5,2127.3882538280664
78,12,5,0,0.01,2779.9145164372135
78,10,7,0,0.01,1920.7465132935665
78,13,7,0,0.01,2314.433216970314
78,14,7,0,0.03,2330.9679908460184
78,12,9,0,0.02,1602.2769117743567
78,11,8,0,0.01,1591.5813534415881
79,9,4,0,1.0,9713.584098487912
79,8,4,0,0.1,9628.194594562461
79,8,3,0,0.5,11442.616949516829
79,14,4,0,0.2,11584.92528948251
79,7,2,0,0.06,11610.637021407476
79,6,2,0,0.04,11204.976677400087
79,20,4,0,0.01,11916.51488150203
79,13,4,0,0.01,11566.983937856823
79,13,3,0,0.1,13381.995405623284
79,11,2,0,0.01,13709.908599984488
79,12,2,0,0.02,13809.316622645681
79,5,4,0,0.03,8494.162083328747
79,5,3,0,0.01,10308.563637150459
79,16,9,0,1.0,2123.0169081010226
79,15,9,0,1.0,2117.939655502216
79,15,8,0,0.5,2204.555253077876
79,12,5,0,0.01,2883.353196118598
79,13,7,0,0.01,2390.7479258214366
79,10,7,0,0.01,1980.8945108339944
79,14,7,0,0.03,2409.799561381919
79,11,8,0,0.01,1648.0684226119863
79,12,9,0,0.02,1660.6507826560369
80,9,4,0,1.0,9989.057962705423
80,8,4,0,0.1,9897.830776048962
80,8,3,0,0.5,11822.880901047003
80,14,4,0,0.2,11924.422931772035
80,7,2,0,0.06,11995.606284283725
80,6,2,0,0.04,11563.316057628073
80,20,4,0,0.01,12277.242361204879
80,13,4,0,0.01,11904.272396145954
80,13,3,0,0.1,13830.42047978713
80,11,2,0,0.01,14162.499706787412
80,12,2,0,0.02,14264.993089006468
80,5,4,0,0.03,8721.453814933857
80,5,3,0,0.01,10651.562494252554
80,16,9,0,1.0,2195.342932096815
80,15,8,0,0.5,2282.5617186402246
80,14,7,0,0.03,2487.644210134424
80,10,7,0,0.01,2035.8651466847246
81,9,4,0,1.0,10268.777067318739
81,8,4,0,0.1,10173.061532972284
81,8,3,0,0.5,12213.626573256599
81,14,4,0,0.2,12271.895500697778
81,7,2,0,0.06,12390.736486688225
81,6,2,0,0.04,11930.963589859286
81,20,4,0,0.01,12643.964534571347
81,13,4,0,0.01,12251.280860179219
81,13,3,0,0.1,14291.79585866605
81,11,2,0,0.01,14625.433502777974
81,12,2,0,0.02,14737.214719255879
81,5,4,0,0.03,8953.41373896746
81,5,3,0,0.01,10994.527523796409
81,16,9,0,1.0,2270.772663609885
81,15,9,0,1.0,2265.7928989967054
81,15,8,0,0.55,2362.0534851038237
81,14,7,0,0.03,2570.686034275341
81,11,8,0,0.01,1763.1425971714978
81,12,9,0,0.02,1777.8059568841368
81,12,5,0,0.01,3089.563604114122
81,13,6,0,0.01,3012.2494517273985
81,10,7,0,0.01,2107.1411868303826
81,13,7,0,0.01,2548.493061317569
82,9,4,0,1.0,10551.755936809024
82,8,4,0,0.1,10449.749463379047
82,8,3,0,0.5,12613.991864270352
82,14,4,0,0.2,12622.981585719928
82,7,2,0,0.06,12793.613463187845
82,6,2,0,0.04,12306.12282214389
82,20,4,0,0.01,13015.346150860772
82,13,4,0,0.01,12601.427744270162
82,13,3,0,0.1,14764.768131792329
82,11,2,0,0.01,15101.60626468937
82,12,2,0,0.02,15218.385593850462
82,5,4,0,0.03,9184.694231654175
82,5,3,0,0.01,11349.602020587481
82,16,9,0,1.0,2345.5200044097564
82,15,9,0,1.0,2339.7657564276224
82,15,8,0,0.6,2442.5568840248175
82,14,7,0,0.05,2652.6355890693135
82,12,9,0,0.01,1839.5280034584528
82,11,8,0,0.01,1822.7607679079642
82,13,6,0,0.05,3124.601497809973
82,10,7,0,0.01,2173.635824563459
82,13,7,0,0.05,2629.5691926426243
82,18,8,0,0.01,2477.701587392081
83,9,4,0,1.0,10839.105085683537
83,8,4,0,0.1,10731.216887645385
83,8,3,0,0.5,13023.82270983631
83,14,4,0,0.2,12980.190899422068
83,7,2,0,0.06,13210.184586127507
83,6,2,0,0.04,12691.594578063232
83,20,4,0,0.01,13395.586178432486
83,13,4,0,0.01,12955.234732095432
83,13,3,0,0.1,15248.144461770207
83,11,2,0,0.01,15582.7546575881
83,12,2,0,0.02,15710.707126867432
83,5,4,0,0.03,9420.574989218123
83,5,3,0,0.01,11712.53282129494
83,16,9,0,1.0,2422.512454730358
83,15,9,0,1.0,2416.845758929819
83,15,8,0,0.6,2525.6505893888716
83,14,7,0,0.05,2735.7499433605412
83,12,9,0,0.01,1901.3063553611364
83,11,8,0,0.01,1882.827447731203
83,11,5,0,0.01,3185.6163266469607
83,13,6,0,0.05,3233.807705610321
83,10,7,0,0.01,2239.194282700013
83,13,7,0,0.05,2712.4083883854673
83,18,8,0,0.01,2570.686034275341
84,9,4,0,1.0,11131.03867928642
84,8,4,0,0.1,11016.1164510342
84,8,3,0,0.5,13447.308832223396
84,14,4,0,0.2,13340.670285580523
84,7,2,0,0.06,13638.124236398606
84,6,2,0,0.04,13085.402367609468
84,20,4,0,0.01,13782.146224221844
84,13,4,0,0.01,13314.45311781569
84,13,3,0,0.1,15744.423659407188
84,11,2,0,0.01,16060.127905841933
84,5,4,0,0.03,9664.368807631126
85,9,4,0,1.0,11427.114049133615
85,8,4,0,0.1,11305.10229988782
85,8,3,0,0.5,13876.393404861803
85,7,2,0,0.1,14067.53133637031
85,13,3,0,0.1,16251.908850961441
86,9,4,0,1.0,11727.267239209985
86,8,4,0,0.1,11598.146626108486
86,8,3,0,0.5,14316.054203925836
86,7,2,0,0.1,14511.937290264023
86,13,3,0,0.1,16770.937592400674
87,9,4,0,1.0,12031.575991334194
87,8,4,0,0.1,11895.249681771056
87,8,3,0,0.5,14770.572722551788
87,14,4,0,0.2,14450.371495699268
87,7,2,0,0.1,14975.925235610976
87,13,3,0,0.1,17303.660390931127
88,9,4,0,1.0,12340.050305365594
88,8,4,0,0.1,12196.445604105978
88,8,3,0,0.5,15236.152065511485
88,14,4,0,0.2,14841.82906174506
88,7,2,0,0.06,15445.316287307029
88,6,2,0,0.04,14747.557116377791
88,20,4,0,0.01,15377.502255212237
88,13,4,0,0.01,14809.033161307629
88,13,3,0,0.1,17848.95374992438
88,11,2,0,0.01,18179.499623621658
88,12,2,0,0.02,18357.693066584696
88,5,4,0,0.03,10622.451137612532
88,5,3,0,0.01,13663.373898867087
89,9,4,0,1.0,12652.351436643405
89,8,4,0,0.1,12501.17843000461
89,8,3,0,0.5,15713.49472556173
89,7,2,0,0.1,15931.765751728268
89,13,3,0,0.1,18408.66318734684
90,9,4,0,1.0,12969.05726287654
90,8,4,0,0.1,12809.871826373075
90,8,3,0,0.5,16202.635542282476
90,14,4,0,0.2,15624.188753320526
90,7,2,0,0.06,16426.315588852493
90,6,2,0,0.04,15643.310677050571
90,20,4,0,0.01,16213.865595163952
90,13,4,0,0.01,15587.848405574587
90,13,3,0,0.1,18983.079545128796
90,11,2,0,0.01,19305.863725743875
90,12,2,0,0.02,19506.944324658933
90,5,4,0,0.01,11118.86029998742
90,5,3,0,0.01,14510.238914998914
90,16,9,0,1.0,2996.1621863439677
90,15,9,0,1.0,2986.8510583738794
90,15,8,0,0.6,3146.0083083760396
90,14,7,0,0.05,3370.051302883928
90,12,9,0,0.01,2363.8548604976113
90,11,8,0,0.01,2321.8012627921294
90,13,6,0,0.05,4117.7079851577455
90,20,6,0,0.01,4735.8360364056425
90,10,7,0,0.01,2714.189742405861
90,13,7,0,0.05,3334.701114392139
90,18,8,0,0.01,3255.8872750288792
91,9,4,0,1.0,13291.045348945127
91,8,4,0,0.1,13122.519361687911
91,8,3,0,0.5,16702.256093477168
91,14,4,0,0.2,16024.840045637806
91,7,2,0,0.06,16930.791674600536
91,6,2,0,0.04,16103.93394377188
91,20,4,0,0.01,16637.70631147339
91,13,3,0,0.1,19568.82910336496
91,11,2,0,0.01,19872.445493364274
91,12,2,0,0.02,20097.9392823958
91,5,4,0,0.03,11366.35381674915
91,5,3,0,0.01,14946.85803895114
91,16,9,0,1.0,3082.650110221276
91,15,9,0,1.0,3072.718399828989
91,15,8,0,0.6,3239.7226922680875
91,14,7,0,0.05,3466.150054042486
91,12,9,0,0.01,2434.8819213098927
91,11,8,0,0.01,2387.5252731195787
91,13,6,0,0.05,4260.624997701021
91,10,7,0,0.01,2786.1615153505554
91,13,7,0,0.05,3430.663736389035
91,18,8,0,0.01,3359.0947557057634
92,9,4,0,1.0,13615.060554456175
92,8,4,0,0.1,13439.146227139667
92,8,3,0,0.5,17220.504379718845
92,14,4,0,0.2,16428.709841667955
92,7,2,0,0.06,17455.43192683266
92,6,2,0,0.04,16575.869332482114
92,20,4,0,0.01,17070.65777682772
92,13,4,0,0.01,16386.152917252555
92,13,3,0,0.1,20167.572821233913
92,11,2,0,0.01,20485.127789488422
92,12,2,0,0.02,20713.398171157878
92,5,4,0,0.03,11618.579675491013
92,5,3,0,0.01,15400.04067037222
92,16,9,0,1.0,3170.951085245517
92,15,9,0,1.0,3159.6378041054973
92,15,8,0,0.6,3336.4958943245347
92,14,7,0,0.05,3563.7880837338234
92,12,9,0,0.01,2506.7567212515105
92,11,8,0,0.01,2455.1324244178163
92,11,5,0,0.01,4246.033816202045
92,13,6,0,0.05,4401.284608913727
92,10,7,0,0.01,2863.37615318937
92,13,7,0,0.05,3521.2776890968394
92,18,8,0,0.01,3467.119335377509
93,9,4,0,1.0,13944.438657237943
93,8,4,0,0.1,13760.120242508627
93,8,3,0,0.5,17750.570872909706
93,14,4,0,0.2,16840.41501067597
93,7,2,0,0.06,17989.580300797985
93,6,2,0,0.04,17061.026741492442
93,20,4,0,0.01,17508.428761699623
93,13,3,0,0.1,20785.278697921156
93,11,2,0,0.01,21110.878159901196
93,12,2,0,0.02,21339.791296574822
93,5,3,0,0.01,15877.088927276181
93,5,4,0,0.03,11889.546167347498
94,16,9,0,1.0,3344.5963699244594
94,15,8,0,0.6,3531.306961922521
94,9,4,0,1.0,14278.957437878582
94,8,4,0,0.1,14084.63073489114
94,8,3,0,0.5,18294.308480360578
94,14,4,0,0.2,17255.735819000394
94,7,2,0,0.06,18540.80056124474
94,6,2,0,0.04,17556.526116270135
94,20,4,0,0.01,17951.031944330185
94,13,4,0,0.01,17208.07597961134
94,13,3,0,0.1,21417.942826337017
94,11,2,0,0.01,21725.693459224036
94,12,2,0,0.02,21983.011956223356
94,5,4,0,0.03,12124.407141902964
94,5,3,0,0.01,16333.050643274893
95,9,4,0,1.0,14617.501672160686
95,8,4,0,0.1,14412.241207190733
95,8,3,0,0.5,18852.609660624912
95,14,4,0,0.2,17676.925452758056
95,7,2,0,0.06,19106.530556332884
95,6,2,0,0.04,18063.2275285333
95,20,4,0,0.01,18399.92096420458
95,13,4,0,0.01,17626.162186079204
95,13,3,0,0.1,22065.562197778876
95,11,2,0,0.01,22363.67017191553
95,5,4,0,0.03,12383.5584731422
96,9,4,0,1.0,14955.873031737001
96,8,4,0,0.1,14742.471751854902
96,8,3,0,0.5,19402.846233661927
96,14,4,0,0.2,18099.881377094847
96,13,3,0,0.1,22707.726636098847
97,9,4,0,1.0,15306.68980655552
97,8,4,0,0.1,15083.234480912375
97,8,3,0,0.5,19965.247573768072
97,14,4,0,0.2,18532.763442914755
97,13,3,0,0.1,23393.242911905607
98,9,4,0,1.0,15654.569120340873
98,8,4,0,0.1,15420.918834962651
98,8,3,0,0.5,20561.225113283537
98,14,4,0,0.2,18986.85871869827
98,13,3,0,0.1,24074.59950157276
